word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs,length_range,wrong_model
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_3,35,35,high,random,2,negative,NO,mod3_batch021,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bccabaaabaccbaacbcccbccabcacbaacbccabcccbcacbccabcaabccabccabcaabaca,mod_3,68,17,medium,interleaved,2,negative,NO,mod3_batch022,NO,TRUE,YES,FALSE,1,1,61-100,gemini
caccacbbbbbbbbbbbbbbcca,mod_3,23,14,low,clustered,2,negative,NO,mod3_batch022,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
ccaacaccaaabbbbbbbbbbbaacccaaacacaacaaccaacaaccaaa,mod_3,50,11,low,clustered,2,negative,NO,mod3_batch022,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
ccaccaacacbbbbbbbbbaacccc,mod_3,25,9,low,clustered,0,positive,YES,mod3_batch022,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbcbbcbcbbcbbcbcbbcbbcbcbbcbbababbcbcbbcbbababbcbbcbabbcbbabcbbabc,mod_3,66,41,high,interleaved,2,negative,NO,mod3_batch022,NO,TRUE,YES,FALSE,1,1,61-100,gemini
caacaacaaaaacccaccaaacacccaacaccaaacccaccaacacaaacaaaccccaccaaaaaaaaaabbbbbbbbbbbbbbc,mod_3,85,14,low,clustered,2,negative,NO,mod3_batch022,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
aacaaccaacaaacccaccaaaaaaaccaaaacccccbbbbbbbbbbbbbbbbbbbcacaacccaaacaacacaac,mod_3,76,19,medium,clustered,1,near_miss,NO,mod3_batch023,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bcbabc,mod_3,6,3,very_low,interleaved,0,positive,YES,mod3_batch023,YES,TRUE,NO,FALSE,1,1,1-15,gemini
bacbcaabacabcacbaccbcaabacabacbacabcccbaacbaacbacabaacbcac,mod_3,58,15,low,interleaved,0,positive,YES,mod3_batch023,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bacaaabcacccbacaacabccaaabaaaacbaaccacbaccacbacacacbaaaaabcaaccbacccacbaaacabaccccc,mod_3,83,13,low,interleaved,1,near_miss,NO,mod3_batch023,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bcacacccbcacacacabccaaaacc,mod_3,26,3,very_low,interleaved,0,positive,YES,mod3_batch023,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bccacbaccacbaccabaacacbacacbccccabcaacbcccaabacacbaccacbcaaca,mod_3,61,11,low,interleaved,2,negative,NO,mod3_batch024,NO,TRUE,YES,FALSE,1,1,61-100,gemini
bbbbbbbbbbbbbbbbbbbbbbbbba,mod_3,26,25,medium,interleaved,1,near_miss,NO,mod3_batch024,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbcbbcbbabcbbabbcba,mod_3,19,12,low,interleaved,0,positive,YES,mod3_batch024,YES,TRUE,NO,FALSE,1,1,16-30,gemini
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,mod_3,71,66,very_high,clustered,0,positive,YES,mod3_batch024,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
cacacaabbbbbbbbbbbbbbb,mod_3,22,15,low,clustered,0,positive,YES,mod3_batch024,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
cacbbacacabbacaabbbcbbcabaababccacabaacbbcbabccbabbcbbbbc,mod_3,57,24,medium,random,0,positive,YES,mod3_batch024,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bccbccbaabccbccbacbacbccbacbaabcabccc,mod_3,37,12,low,interleaved,0,positive,YES,mod3_batch024,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbcbbbbbbbbbbbbbabbbbbbbbbbbbbcbbbbbbbbbbbbba,mod_3,56,52,very_high,interleaved,1,near_miss,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acaaaccccaaccaaccbbbbbbbbbbbbbbbbbaaacac,mod_3,40,17,medium,clustered,2,negative,NO,mod3_batch025,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbcbbbbbbbbbbbbbcbbbbbbbbbbbbbabbbbbbbbbbbbc,mod_3,55,51,very_high,interleaved,0,positive,YES,mod3_batch025,YES,TRUE,NO,FALSE,1,1,31-60,gemini
cbabbcbabcba,mod_3,12,6,low,random,0,positive,YES,mod3_batch025,YES,TRUE,NO,FALSE,1,1,1-15,gemini
abcacbacccbcacccccaacaccacacabcaaacacbccccaabbcbaac,mod_3,51,8,low,random,2,negative,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbbbbbbbbbbbbbbbbbbbbbbbcaccccacaaccacccaaaccccaacaaaacccaaccaccccccaccaccaccaacacaaaaaac,mod_3,90,24,medium,clustered,0,positive,YES,mod3_batch025,YES,TRUE,NO,FALSE,1,1,61-100,gemini
cbbcacccbbcbaabbbbbacbccaaacbbaacbbcbcbcacbabbbbbbcb,mod_3,52,25,medium,random,1,near_miss,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1,31-60,gemini
aacaaccaaaabbbbbbbbbbbbbcaaaaccaacaacacacaaaccacacacaccccac,mod_3,59,13,low,clustered,1,near_miss,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acaaacaaaacaacaaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacaaacc,mod_3,54,28,medium,clustered,1,near_miss,NO,mod3_batch026,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbcbbbbcbbbbcbbbcbbbbcbbbbcbbbbcbbbcbbbbcbbbbcbbbbabbbabbbbabbbbabbbbabbbc,mod_3,76,60,very_high,interleaved,0,positive,YES,mod3_batch026,YES,TRUE,NO,FALSE,1,1,61-100,gemini
aacccccaaaaaaaccaaaaccccaccacaaaaaacaa,mod_3,38,0,very_low,random,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
aaaaaaabbbbbbaacc,mod_3,17,6,low,clustered,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
ccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaacc,mod_3,93,86,very_high,clustered,2,negative,NO,mod3_batch026,NO,TRUE,YES,FALSE,1,1,61-100,gemini
babaabccbcbaabaabacbcbcabccbabccbaabac,mod_3,38,14,low,interleaved,2,negative,NO,mod3_batch026,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbcbbbcbbbbcbbbc,mod_3,18,14,low,interleaved,2,negative,NO,mod3_batch026,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
accaaaacccaaccccabbbbbbbbbbbbbbbbbbbbbcca,mod_3,41,21,medium,clustered,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
aacaabbbbbbbbbbbbc,mod_3,18,12,low,clustered,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbbbbbbbbbbbc,mod_3,21,20,medium,interleaved,2,negative,NO,mod3_batch026,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
ccccccacaccacccacaaccacaaccaaacaccaacccaaaccaccaacccacaacaccaaccaaacacacacccccccccaaacc,mod_3,87,0,very_low,interleaved,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbcbabbcbcbbabcbbcbabbababbabababbabcbbcbcbbcbabbcbcbbabcbc,mod_3,59,35,high,interleaved,2,negative,NO,mod3_batch027,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbbbbbbbbbb,mod_3,22,22,medium,interleaved,1,near_miss,NO,mod3_batch027,NO,TRUE,YES,FALSE,1,1,16-30,gemini
aabcacccaccaccaacacaccaccacaacacaacccaaaaacaac,mod_3,46,1,very_low,clustered,1,near_miss,NO,mod3_batch027,NO,TRUE,YES,FALSE,1,1,31-60,gemini
caccaaaacabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacaaaaaacccacacaa,mod_3,73,45,high,clustered,0,positive,YES,mod3_batch027,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bacbaccbcacbaabcccbcaabacbaaabaac,mod_3,33,9,low,interleaved,0,positive,YES,mod3_batch027,YES,TRUE,NO,FALSE,1,1,31-60,gemini
aabbbbcaaaccbaccabcabccbbbaac,mod_3,29,10,low,random,1,near_miss,NO,mod3_batch027,NO,TRUE,YES,FALSE,1,1,16-30,gemini
aacaacbacaaccacccbacccaccaacacacbcacbcaccaacbcccccccccaacaacacacbacacaccaaacacacccaaaaacaaaccac,mod_3,95,6,low,random,0,positive,YES,mod3_batch028,YES,TRUE,NO,FALSE,1,1,61-100,gemini
baccabcacccbcacccbacccabaaaac,mod_3,29,5,very_low,interleaved,2,negative,NO,mod3_batch028,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbbcbbbabbabbbcbbbabbabbbabba,mod_3,29,21,medium,interleaved,0,positive,YES,mod3_batch028,YES,TRUE,NO,FALSE,1,1,16-30,gemini
acbaccacacacabccacbaacbbbaaccaabacaccbabacbcaabccbaccaccccaaaccabaacbcacbbbaccbaacb,mod_3,83,19,medium,random,1,near_miss,NO,mod3_batch028,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
babcbcbaababababac,mod_3,18,8,low,interleaved,2,negative,NO,mod3_batch028,NO,TRUE,YES,FALSE,1,1,16-30,gemini
baaacacaabacccccaabcccccccaa,mod_3,28,3,very_low,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bacbaccbccbcccbccbaccbacbaccbcabaaabcabaac,mod_3,42,12,low,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,NO,FALSE,1,1,31-60,gemini
ccaabbbbabcbbcacacbbaccabcca,mod_3,28,10,low,random,1,near_miss,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcabaababcbacbcbcbcacbccccbaaababbbabbbbacbccccaaaaba,mod_3,53,20,medium,random,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbcbbabbcbbabbbcbbabbcbbcbba,mod_3,29,20,medium,interleaved,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1,16-30,gemini
acbbbbbbbbbbbbbbbbbbbbbbb,mod_3,25,23,medium,clustered,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbbbcbbbbbbcbbbbbbcbbbbbbc,mod_3,29,25,medium,interleaved,1,near_miss,NO,mod3_batch029,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bccabaccbaacbaccbccabaccbcaabaacbcaabcaabaacc,mod_3,45,11,low,interleaved,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbbbbbbbbbbbbaac,mod_3,22,19,medium,clustered,1,near_miss,NO,mod3_batch030,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
accbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacacaaaacaccaaacacac,mod_3,65,41,high,clustered,2,negative,NO,mod3_batch030,NO,TRUE,YES,FALSE,1,1,61-100,gemini
ccccaccaacccccccaccaaccccaccaaccacaacaaaccacaacccaaaccaccccacaaaccacacacccccaacacaacc,mod_3,85,0,very_low,interleaved,0,positive,YES,mod3_batch030,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bcccccaaaccbaccaaacaccabaaaccaacacabacaccacaaacbaaacaaaaaca,mod_3,59,5,very_low,interleaved,2,negative,NO,mod3_batch030,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbac,mod_3,51,46,high,clustered,1,near_miss,NO,mod3_batch030,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
acacacccacabbbbbbbbbaaaacaccccacacaccacccaaaacaacacaccaaaccaa,mod_3,61,9,low,clustered,0,positive,YES,mod3_batch030,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbbabbbcbbbabbbbabbbcbbbc,mod_3,26,20,medium,interleaved,2,negative,NO,mod3_batch031,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbabcbabcbcbcbabcbabcbc,mod_3,23,12,low,interleaved,0,positive,YES,mod3_batch031,YES,TRUE,NO,FALSE,1,1,16-30,gemini
cccccbaccabaacaaaccbaacccacbcb,mod_3,30,5,very_low,random,2,negative,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1,16-30,gemini
caccaaaaccacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaccaacaaaaacccccaaa,mod_3,76,45,high,clustered,0,positive,YES,mod3_batch031,YES,TRUE,NO,FALSE,1,1,61-100,gemini
bacccccaabcacacccaabccacaacca,mod_3,29,3,very_low,interleaved,0,positive,YES,mod3_batch031,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bcabacabaaabaabcacbaacbcca,mod_3,26,7,low,interleaved,1,near_miss,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcacaabcaccabcaaccbcaccabaacacbcaaccbccccc,mod_3,42,7,low,interleaved,1,near_miss,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbcbbabbcbba,mod_3,12,8,low,interleaved,2,negative,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1,1-15,gemini
bbcbcbcbababababababababcbcbcbbcbababcbabababababcbabcbabcbbabababcbabcbabcbabcbababcbcbc,mod_3,89,46,high,interleaved,1,near_miss,NO,mod3_batch031,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bbbbbbbbbcbbbbbbbbbabbbbbbbbc,mod_3,29,26,medium,interleaved,2,negative,NO,mod3_batch032,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bacbccbaca,mod_3,10,3,very_low,interleaved,0,positive,YES,mod3_batch032,YES,TRUE,NO,FALSE,1,1,1-15,gemini
bbbcbbabbcbbcbbc,mod_3,16,11,low,interleaved,2,negative,NO,mod3_batch032,NO,TRUE,YES,FALSE,1,1,16-30,gemini
acbbabbcabbbacbbbba,mod_3,19,11,low,random,2,negative,NO,mod3_batch032,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbabbabbabbcbbabbcbbcbbcbbcbbabbbabbcbbabbabbcbbabbcbbcbbabbabbbcbbcbbcbbcbbcbbabbabbcbbcbba,mod_3,93,63,very_high,interleaved,0,positive,YES,mod3_batch032,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbac,mod_3,47,44,high,clustered,2,negative,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaa,mod_3,33,30,medium,clustered,0,positive,YES,mod3_batch033,YES,TRUE,NO,FALSE,1,1,31-60,gemini
bacaaacabaaaacacabccaaaaccbccacaaacbacccacaa,mod_3,44,5,very_low,interleaved,2,negative,NO,mod3_batch033,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbabbbbbbabbbbbbc,mod_3,21,18,medium,interleaved,0,positive,YES,mod3_batch033,YES,TRUE,NO,FALSE,1,1,16-30,gemini
bcaaaccaaacaacacaaacabaaccacaaaacaaaccccaa,mod_3,42,2,very_low,interleaved,2,negative,NO,mod3_batch033,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbababbbaacbacacaaacbcbcbc,mod_3,27,10,low,random,1,near_miss,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,98,96,very_high,interleaved,0,positive,YES,mod3_batch033,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbbbcbbbbabbbbbabbbbc,mod_3,22,18,medium,interleaved,0,positive,YES,mod3_batch033,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbbbabbbbbcbbbbbbbbabbbbbbbbbbb,mod_3,31,28,medium,random,1,near_miss,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bccacababcabbbbacaabbbbbaccbbccbbbbbbabbbccbcbcabbcccccbbcbbbcbbbbcbbbcbabcaccabccbaaa,mod_3,86,43,high,random,1,near_miss,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1,61-100,chatgpt
bbbbbbbbabbbbbbbabbbbbbbcbbbbbbbabbbbbbbc,mod_3,41,36,high,interleaved,0,positive,YES,mod3_batch033,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbababbbbccbbcbcaaabbbccbcba,mod_3,28,15,low,random,0,positive,YES,mod3_batch033,YES,TRUE,NO,FALSE,1,1,16-30,gemini
caacbbbbbabbbbbaabccbbb,mod_3,23,14,low,random,2,negative,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
caacaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,36,28,medium,clustered,1,near_miss,NO,mod3_batch033,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbbbbbbbbbbaaccaaaacaaa,mod_3,24,11,low,clustered,2,negative,NO,mod3_batch034,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
caacabababbcbbcabbcbcbbaabccbbbaabbcabaabbabaaaacbbcbacbababaabcbaacbbbababbbbcabbacbbcbcbbbabccbb,mod_3,98,48,high,random,0,positive,YES,mod3_batch034,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbbbbbabbbbbbcbbbbbba,mod_3,22,19,medium,interleaved,1,near_miss,NO,mod3_batch034,NO,TRUE,YES,FALSE,1,1,16-30,gemini
acacccabbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_3,35,28,medium,clustered,1,near_miss,NO,mod3_batch034,NO,TRUE,YES,FALSE,1,1,31-60,gemini
ccccaaaccaaacabacaaaaccaaacaacaaacaaaccccaaaacccaccacaccccacccacaacacaaccccac,mod_3,77,1,very_low,random,1,near_miss,NO,mod3_batch034,NO,TRUE,YES,FALSE,1,1,61-100,gemini
ccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaaacaaacacccc,mod_3,49,33,high,clustered,0,positive,YES,mod3_batch034,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cbbabbbbaacbbbbbbbacabbbbbbbaaabbaacbbbabcbbbbbcbc,mod_3,50,32,high,random,2,negative,NO,mod3_batch034,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bccacccacacbaccaaaacccbacacccacaabaacaacccac,mod_3,44,4,very_low,interleaved,1,near_miss,NO,mod3_batch035,NO,TRUE,YES,FALSE,1,1,31-60,gemini
acccacccbbbbbbbbbbbbbc,mod_3,22,13,low,clustered,1,near_miss,NO,mod3_batch035,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcabaabcabaac,mod_3,13,4,very_low,interleaved,1,near_miss,NO,mod3_batch035,NO,TRUE,YES,FALSE,1,1,1-15,gemini
cccccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacacaacacaaaac,mod_3,60,40,high,clustered,1,near_miss,NO,mod3_batch036,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bcacabcaccabaccaabacaccbccaac,mod_3,29,5,very_low,interleaved,2,negative,NO,mod3_batch036,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bbbbbcabbbbbbbbbbbbbbbcbbbbbbbbbbbbabbbbbbbbbabbab,mod_3,50,44,high,random,2,negative,NO,mod3_batch036,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbabbcbcbbabbabcbbcbc,mod_3,21,13,low,interleaved,1,near_miss,NO,mod3_batch036,NO,TRUE,YES,FALSE,1,1,16-30,gemini
acccacacccaacccaaaacacacaabccacacacaaccaaacac,mod_3,45,1,very_low,clustered,1,near_miss,NO,mod3_batch036,NO,TRUE,YES,FALSE,1,1,31-60,gemini
abbbbbbbbbbbbcbbbbcbba,mod_3,22,18,medium,random,0,positive,YES,mod3_batch036,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbabcbababcbcbcbcbcbcbabc,mod_3,25,13,low,interleaved,1,near_miss,NO,mod3_batch036,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
aaaaaacacaacccccacaaccacccbbbbbbbbbbbbbaaccaac,mod_3,46,13,low,clustered,1,near_miss,NO,mod3_batch036,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbcbcbcbabcbababababcbabcbaba,mod_3,29,15,low,interleaved,0,positive,YES,mod3_batch036,NO,FALSE,YES,TRUE,1,1,16-30,chatgpt
bbcbbcbcbbbbbbbbbbbbbcbba,mod_3,25,20,medium,random,2,negative,NO,mod3_batch037,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bccccacacaaaccaaacccacccaaaaccaacaaacccacaaaccccacc,mod_3,51,1,very_low,interleaved,1,near_miss,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,31-60,gemini
baacaccaaaaaaccacaaccccacccacaaaccabaaacccaccccccacaaccaaaccccccacaccaa,mod_3,71,2,very_low,interleaved,2,negative,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,61-100,gemini
acacccccbcbbbbcabcbccacaabcaacaaccacaac,mod_3,39,8,low,random,2,negative,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbcbbbabbbabbbabbbabbbabbbcbbbcbba,mod_3,35,26,medium,interleaved,2,negative,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bacbcc,mod_3,6,2,very_low,interleaved,2,negative,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,1-15,gemini
bbbbbbbbbbababbcccbabbccbcbbbbbbcabbcabbbbbcbab,mod_3,47,32,high,random,2,negative,NO,mod3_batch037,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
bccaccaacabcacacaacabcacccccaabaacaccccac,mod_3,41,4,very_low,interleaved,1,near_miss,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bcaacaccccbaacaaaaaabcccacccacabaacacaaacbcaccccaaac,mod_3,52,5,very_low,interleaved,2,negative,NO,mod3_batch037,NO,TRUE,YES,FALSE,1,1,31-60,gemini
ccaaacaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacacaaaaaccaccac,mod_3,61,36,high,clustered,0,positive,YES,mod3_batch038,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcca,mod_3,55,52,very_high,clustered,1,near_miss,NO,mod3_batch038,NO,TRUE,YES,FALSE,1,1,31-60,gemini
bbbbbbbbabbbbbbbba,mod_3,18,16,medium,interleaved,1,near_miss,NO,mod3_batch038,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
caabbbbbbbbbbbbbbbbbbbaaccac,mod_3,28,19,medium,clustered,1,near_miss,NO,mod3_batch038,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
ccabccacbcaaaaccaaacaccaaccccbccbaacaacaaaaccccaaccbacaaabcaaaaa,mod_3,64,6,low,random,0,positive,YES,mod3_batch038,YES,TRUE,NO,FALSE,1,1,61-100,gemini
babababcbcbc,mod_3,12,6,low,interleaved,0,positive,YES,mod3_batch038,YES,TRUE,NO,FALSE,1,1,1-15,gemini
caaaaaacaaccacabbbbbbbbbbbbaccacccccaacac,mod_3,41,12,low,clustered,0,positive,YES,mod3_batch039,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbbbbbbbabbbbbbbbc,mod_3,19,17,medium,interleaved,2,negative,NO,mod3_batch039,NO,TRUE,YES,FALSE,1,1,16-30,gemini
acaaaacbccaacabbbbcbabbbcbababbcababcbacaabcbbcbcccabacc,mod_3,56,21,medium,random,0,positive,YES,mod3_batch039,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
acccacbbbbbbbbbbbba,mod_3,19,12,low,clustered,0,positive,YES,mod3_batch039,YES,TRUE,NO,FALSE,1,1,16-30,gemini
acbbaabcabccbbbbbbcabbbbabcbbbabbbbabbbcbacababba,mod_3,49,29,medium,random,2,negative,NO,mod3_batch040,NO,TRUE,YES,FALSE,1,1,31-60,gemini
babcbcc,mod_3,7,3,very_low,interleaved,0,positive,YES,mod3_batch040,YES,TRUE,NO,FALSE,1,1,1-15,gemini
bbbbbbbcbbbbbbbcbbbbbbbc,mod_3,24,21,medium,interleaved,0,positive,YES,mod3_batch040,YES,TRUE,NO,FALSE,1,1,16-30,gemini
cccbcbbbabbcbabbbbbcbbbbbbbbbb,mod_3,30,22,medium,random,1,near_miss,NO,mod3_batch040,NO,TRUE,YES,FALSE,1,1,16-30,gemini
babcbcbcbababcbcbabcbcbababcbcbabababababcbabacbabcbababababcbabcbcbabcbcbcbababcbcbabcbcbcc,mod_3,92,45,high,interleaved,0,positive,YES,mod3_batch040,YES,TRUE,NO,FALSE,1,1,61-100,gemini
babbbbbbbbbbbbabbbbbbbbbabbbbbbbbabbbcbbbbbb,mod_3,44,39,high,random,0,positive,YES,mod3_batch040,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
cccaabbbbbbbcccaaacaaaaac,mod_3,25,7,low,clustered,1,near_miss,NO,mod3_batch041,NO,TRUE,YES,FALSE,1,1,16-30,gemini
bcbcbaababcbcabcbabccbabcbacbcbabacbcbabccbcbabac,mod_3,49,21,medium,interleaved,0,positive,YES,mod3_batch041,YES,TRUE,NO,FALSE,1,1,31-60,gemini
cabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaccaaaacaccacaacccaaccacccccaccacaacacaccacaca,mod_3,79,30,medium,clustered,0,positive,YES,mod3_batch041,NO,FALSE,YES,TRUE,1,1,61-100,chatgpt
bbbbbababbbbbbbbbbcbbbbbbbbbbbbbbbababbbcbbbb,mod_3,45,39,high,random,0,positive,YES,mod3_batch041,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccaaacaaccaccacaacaccaaacaaaaaccca,mod_3,72,37,high,clustered,1,near_miss,NO,mod3_batch041,NO,TRUE,YES,FALSE,1,1,61-100,gemini
aabbbbbbbbacacacc,mod_3,17,8,low,clustered,2,negative,NO,mod3_batch041,YES,FALSE,NO,TRUE,1,1,16-30,chatgpt
bcabaacbcccbacabacbaccbaccbacabccabcabaccbcaabacabcaa,mod_3,53,14,low,interleaved,2,negative,NO,mod3_batch041,YES,FALSE,NO,TRUE,1,1,31-60,chatgpt
aaacabcabababbababcbbcaaccbbababaccbbc,mod_3,38,15,low,random,0,positive,YES,mod3_batch041,NO,FALSE,YES,TRUE,1,1,31-60,chatgpt
ccabbbbbbbbbbbbbbbbbbbbaac,mod_3,26,20,medium,clustered,2,negative,NO,mod3_batch042,NO,TRUE,YES,FALSE,1,1,16-30,gemini
