word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs,length_range
bbbbbbbcabbbbbbcbbbbbb,mod_4,22,19,medium,random,3,negative,NO,mod4_batch039,YES,FALSE,YES,FALSE,1,1,16-30
ccccbcaaaaaaacccbaacccaccccccccbaccaaaaabacaccca,mod_4,48,4,very_low,random,0,positive,YES,mod4_batch040,NO,FALSE,NO,FALSE,1,1,31-60
bbabbbbbbbbbbbbbbbbbbbbabbbcbbbbbbb,mod_4,35,32,high,random,0,positive,YES,mod4_batch040,NO,FALSE,NO,FALSE,1,1,31-60
babbbbabbbbbbbbbbbbbbbcbbbb,mod_4,27,24,medium,random,0,positive,YES,mod4_batch041,NO,FALSE,NO,FALSE,1,1,16-30
bbcbcbcbabcbababcbcbabababbcbabcbcbcbcbababababcbcbbcbcbcbcbababcbababcbabcbbababcbababcbababcbcbcbc,mod_4,100,52,very_high,interleaved,0,positive,YES,mod4_batch041,NO,FALSE,NO,FALSE,1,1,61-100
bbbbbbbbcbbbbbbbabbbbbbbbabbbbbbbabbbbbbbbcbbbbbbbabbbbbbba,mod_4,59,52,very_high,interleaved,0,positive,YES,mod4_batch042,NO,FALSE,NO,FALSE,1,1,31-60
cabbbbbbbbbbbbbbbcacccaaaca,mod_4,27,15,low,clustered,3,negative,NO,mod4_batch043,YES,FALSE,YES,FALSE,1,1,16-30
bbbbbbbcbbbbbbbcbbbbbba,mod_4,23,20,medium,interleaved,0,positive,YES,mod4_batch043,NO,FALSE,NO,FALSE,1,1,16-30
bcabccbcacbacbaabccabacbaac,mod_4,27,8,low,interleaved,0,positive,YES,mod4_batch045,NO,FALSE,NO,FALSE,1,1,16-30
baacbccccbcaccbaccabccccbacacbaacbaaacbccaabcaccbccccbacac,mod_4,58,12,low,interleaved,0,positive,YES,mod4_batch045,NO,FALSE,NO,FALSE,1,1,31-60
bbabcbcbbcbababbcbcbabbabcbabbcbabcbbababcbbcbcbc,mod_4,49,28,medium,interleaved,0,positive,YES,mod4_batch045,NO,FALSE,NO,FALSE,1,1,31-60
bccbacbacbacbaabccbaabaabcabcabacbccbaabcabaabaabccbcabaac,mod_4,58,19,medium,interleaved,3,negative,NO,mod4_batch046,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbabbbcbbbbbacbbbbbbcbbbbbcbbbbbbbbbabbbbbccbbbbbbbbbbbbbbbb,mod_4,63,54,very_high,random,2,negative,NO,mod4_batch046,YES,FALSE,YES,FALSE,1,1,61-100
acccacccaccaacccacaaacacaaacbbbbbbbbbbbbbbbbaaacaaaca,mod_4,53,16,medium,clustered,0,positive,YES,mod4_batch046,NO,FALSE,NO,FALSE,1,1,31-60
bbbcbbbabbcbbbabbbabbcbbbcbbc,mod_4,29,21,medium,interleaved,1,near_miss,NO,mod4_batch047,YES,FALSE,YES,FALSE,1,1,16-30
baacccbaacaabacacabcacaccbaacccbcccaabacaaabcacccabcccccbcccacbcaacabccacaa,mod_4,75,12,low,interleaved,0,positive,YES,mod4_batch048,NO,FALSE,NO,FALSE,1,1,61-100
baaabcccbcaccbcacbcaaabaaabcacbccccbaaabacaabccabcaabaaccbcaabcaaabcccbcacbaacabccabccaa,mod_4,88,20,medium,interleaved,0,positive,YES,mod4_batch048,NO,FALSE,NO,FALSE,1,1,61-100
bbcbcbcbcbcbbababcbcbc,mod_4,22,12,low,interleaved,0,positive,YES,mod4_batch050,NO,FALSE,NO,FALSE,1,1,16-30
abbabbbbbbbbcbbbcbbbbcbbbbbbbbbbbbbacbbbbb,mod_5,42,35,high,random,0,positive,YES,mod5_batch001,NO,FALSE,NO,FALSE,1,1,31-60
bbacbbbbbbacbcbabbabbbabbabaaabbbabbabbbbaabbbcabba,mod_5,51,32,high,random,2,negative,NO,mod5_batch002,YES,FALSE,YES,FALSE,1,1,31-60
bccaacaaaaaaacabaacaaccaaacaacabccacccaaaccacacbcaaccaccaaaaaaabaacacaaacacaaca,mod_5,79,5,very_low,interleaved,0,positive,YES,mod5_batch004,NO,FALSE,NO,FALSE,1,1,61-100
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_5,52,51,very_high,interleaved,1,near_miss,NO,mod5_batch004,YES,FALSE,YES,FALSE,1,1,31-60
abbbcbbbbbbbbbbbacbbbbbabbbabbb,mod_5,31,25,medium,random,0,positive,YES,mod5_batch005,NO,FALSE,NO,FALSE,1,1,31-60
aaaaacccaaccaaaccccaccacccacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaacaaccccccaccaaa,mod_5,79,34,high,clustered,4,negative,NO,mod5_batch005,YES,FALSE,YES,FALSE,1,1,61-100
caaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaa,mod_5,41,34,high,clustered,4,negative,NO,mod5_batch006,YES,FALSE,YES,FALSE,1,1,31-60
acaaabcacccaaacccaccacac,mod_5,24,1,very_low,clustered,1,near_miss,NO,mod5_batch007,YES,FALSE,YES,FALSE,1,1,16-30
bacbcaabaaabaccbaaabacabccabcacbaabaccbccabaaabcaabccabaaabcaabaabcacbaccbaccbaacbcaabaaabcaabaac,mod_5,97,25,medium,interleaved,0,positive,YES,mod5_batch007,NO,FALSE,NO,FALSE,1,1,61-100
aaaccbbbbbbbbbbbbbbbbbbbbb,mod_5,26,21,medium,clustered,1,near_miss,NO,mod5_batch008,YES,FALSE,YES,FALSE,1,1,16-30
bbbbbbabbbbbbabbbbbbcbbbbbbabbbbbbcbbbbba,mod_5,41,35,high,interleaved,0,positive,YES,mod5_batch009,NO,FALSE,NO,FALSE,1,1,31-60
bbbbabcccbbbbbbabbbbbbbcbcbbbbbbabcacbaabbbabaaaabbbabcbbbcbcbcbcb,mod_5,66,42,high,random,2,negative,NO,mod5_batch010,YES,FALSE,YES,FALSE,1,1,61-100
bcaccaaaccbaacbacaccbccaaacbbbbbaababcbbcccabbcaacbaaacbcacaabcbabcbabcaccaabacabbaaaac,mod_5,87,25,medium,random,0,positive,YES,mod5_batch011,NO,FALSE,NO,FALSE,1,1,61-100
bacacacabaaccccacbcaacaacabacccaccabaaacacccbacaccaccbccacaaaabacaaacaabcaccccacbcaacaaca,mod_5,89,10,low,interleaved,0,positive,YES,mod5_batch011,NO,FALSE,NO,FALSE,1,1,61-100
accbcbcaabccbacaaacaaaaaccacbacacccccacca,mod_5,41,5,very_low,random,0,positive,YES,mod5_batch012,NO,FALSE,NO,FALSE,1,1,31-60
bcaccaaaccacccbacacacaccaaaabaacaaccaccaccabaccaaacaaacacbacacaccaaaaacc,mod_5,72,5,very_low,interleaved,0,positive,YES,mod5_batch012,NO,FALSE,NO,FALSE,1,1,61-100
bbbcbbcbbcbbcbbabbabbabbabbbabbcbbabbcbbcbbcbbabba,mod_5,50,34,high,interleaved,4,negative,NO,mod5_batch013,YES,FALSE,YES,FALSE,1,1,31-60
cbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_5,54,53,very_high,random,3,negative,NO,mod5_batch014,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbcbbbbbabbbbbabbbbbabbbbbcbbbbbcbbbbbabbbbbabbbbbabbbbbcbbbbbc,mod_5,67,56,very_high,interleaved,1,near_miss,NO,mod5_batch014,YES,FALSE,YES,FALSE,1,1,61-100
ccaaccacaacacacbbbbbbbbbbbbbbbbbbbbbaa,mod_5,38,21,medium,clustered,1,near_miss,NO,mod5_batch015,YES,FALSE,YES,FALSE,1,1,31-60
cacaaaaccaccacaccaccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_5,93,72,very_high,clustered,2,negative,NO,mod5_batch015,YES,FALSE,YES,FALSE,1,1,61-100
bcabacbccbaabcacbcabaabccbccabaabaabaabcaabacbccbcabaac,mod_5,55,17,medium,interleaved,2,negative,NO,mod5_batch015,YES,FALSE,YES,FALSE,1,1,31-60
bbbabbabbcbbbabbcbbcbbbcbbabba,mod_5,30,21,medium,interleaved,1,near_miss,NO,mod5_batch015,YES,FALSE,YES,FALSE,1,1,16-30
bbacaccabccbbcccacbacbbccbbaaaaacacbcacbbbcbbabacacacaacacabbabaaabaaababaabacbba,mod_5,81,26,medium,random,1,near_miss,NO,mod5_batch016,YES,FALSE,YES,FALSE,1,1,61-100
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_5,40,39,high,interleaved,4,negative,NO,mod5_batch016,YES,FALSE,YES,FALSE,1,1,31-60
bcbbbbbbbbbbbbbcbbbbbbbbbabbbbbbbbcbbbbbbcbbbcbbbbbbcbbbbbbbbbbbbbbbbbaabbbbbbbbbbcbbabbbbbbbbbb,mod_5,96,85,very_high,random,0,positive,YES,mod5_batch017,NO,FALSE,NO,FALSE,1,1,61-100
bbcbbcbbabcbbabbabbcbcbbabbabbababbcbbcbbabcbbabbabbabc,mod_5,55,35,high,interleaved,0,positive,YES,mod5_batch017,NO,FALSE,NO,FALSE,1,1,31-60
cbabbbcabbcaccccbbbbaabcaabbbbbabbbababaabbcbcbcaccaacccccc,mod_5,59,25,medium,random,0,positive,YES,mod5_batch017,NO,FALSE,NO,FALSE,1,1,31-60
bcbccbcabcbaabccbcbcabacbabccbccbabccbaabaabcbccbaabcbaabccbabacbcababacbccbcc,mod_5,78,29,medium,interleaved,4,negative,NO,mod5_batch018,YES,FALSE,YES,FALSE,1,1,61-100
babaabccbccbcabaabcabccbaabcabcabaabacbacbcabcabacbaa,mod_5,53,18,medium,interleaved,3,negative,NO,mod5_batch019,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbbbbbabbcbbbbbbbbbbbbbbcbbbbbbbabbbbbbbbbbbbbbbbbbcbb,mod_5,60,55,very_high,random,0,positive,YES,mod5_batch019,NO,FALSE,NO,FALSE,1,1,31-60
aaacaaabbbbbbbbbbbbbbbbbbbbbbbbbbaaa,mod_5,36,26,medium,clustered,1,near_miss,NO,mod5_batch019,YES,FALSE,YES,FALSE,1,1,31-60
bbabbcbcbbcbbcbcbbabbcbabbcbcbbabbcbabbabbababbaba,mod_5,50,31,high,interleaved,1,near_miss,NO,mod5_batch020,YES,FALSE,YES,FALSE,1,1,31-60
accaaaacccccacaccaacabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacccac,mod_5,88,61,very_high,clustered,1,near_miss,NO,mod5_batch021,YES,FALSE,YES,FALSE,1,1,61-100
caccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacacacacaccacaacac,mod_5,57,33,high,clustered,3,negative,NO,mod5_batch021,YES,FALSE,YES,FALSE,1,1,31-60
aacaccacaaaaaccccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_5,55,36,high,clustered,1,near_miss,NO,mod5_batch021,YES,FALSE,YES,FALSE,1,1,31-60
cacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccaacaaacccaaacaaaaaccaccaccaccaacccacacaaccacaaccac,mod_5,89,33,high,clustered,3,negative,NO,mod5_batch023,YES,FALSE,YES,FALSE,1,1,61-100
cccccbbbbbbbbbbbbbacaccc,mod_5,24,13,low,clustered,3,negative,NO,mod5_batch024,YES,FALSE,YES,FALSE,1,1,16-30
bcacbaacbaaaabcaabcacabccabacacbaaabaccabcacbcacabaacbcccabaccbccca,mod_5,67,15,low,interleaved,0,positive,YES,mod5_batch024,NO,FALSE,NO,FALSE,1,1,61-100
accccacacaaaaaaaacacacccccccccaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaccaccccccaacaccacccacc,mod_5,99,42,high,clustered,2,negative,NO,mod5_batch025,YES,FALSE,YES,FALSE,1,1,61-100
bcaacbcbbaabbabcccbccbcabacbabaccaaacabbb,mod_5,41,15,low,random,0,positive,YES,mod5_batch028,NO,FALSE,NO,FALSE,1,1,31-60
bbbccbbbbbbbbbbbbbbbbbccbbbbbbbbbbcbbbbcbbbbbab,mod_5,47,40,high,random,0,positive,YES,mod5_batch028,NO,FALSE,NO,FALSE,1,1,31-60
cacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaccaaaaacca,mod_5,47,33,high,clustered,3,negative,NO,mod5_batch028,YES,FALSE,YES,FALSE,1,1,31-60
caaacbbcacbcbcbaabacaacaacabbaaccaaacbabaccaabacccaabbacacacacaaccbccb,mod_5,70,15,low,random,0,positive,YES,mod5_batch029,NO,FALSE,NO,FALSE,1,1,61-100
bcbcbcbcbcbababcbcbc,mod_5,20,10,low,interleaved,0,positive,YES,mod5_batch030,NO,FALSE,NO,FALSE,1,1,16-30
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_5,68,66,very_high,interleaved,1,near_miss,NO,mod5_batch030,YES,FALSE,YES,FALSE,1,1,61-100
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_5,37,35,high,clustered,0,positive,YES,mod5_batch031,NO,FALSE,NO,FALSE,1,1,31-60
aaccccccacaacacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbca,mod_5,51,34,high,clustered,4,negative,NO,mod5_batch032,YES,FALSE,YES,FALSE,1,1,31-60
cbbabbcbcabbbababa,mod_5,18,10,low,random,0,positive,YES,mod5_batch032,NO,FALSE,NO,FALSE,1,1,16-30
bbbcbbcbbabbcbbabbabbcbbbcbbcbbabbcbbcbbcbbcbbbabbcbbcbbcbbabbabbcbbbcbbabbcbbabbcbbcbbc,mod_5,88,60,very_high,interleaved,0,positive,YES,mod5_batch032,NO,FALSE,NO,FALSE,1,1,61-100
bcaaaccabaccacaabcacacaabacacaaabaaacaaa,mod_5,40,5,very_low,interleaved,0,positive,YES,mod5_batch032,NO,FALSE,NO,FALSE,1,1,31-60
bbbabbcbbabbcbbcbbcbbbabbabbcbbabbabbcbbbcbbcbbcbbcbbabbcbbbcbbcbbcbbabbcbbabba,mod_5,79,54,very_high,interleaved,4,negative,NO,mod5_batch033,YES,FALSE,YES,FALSE,1,1,61-100
cabbabaacccbbbcabbbbcccbaabbbaaaacbaabaabbcccbaabacaabbacaaaccbbb,mod_5,65,25,medium,random,0,positive,YES,mod5_batch034,NO,FALSE,NO,FALSE,1,1,61-100
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbaabbabbbbbbbbabbbbbb,mod_5,65,60,very_high,random,0,positive,YES,mod5_batch034,NO,FALSE,NO,FALSE,1,1,61-100
abbcbbbbbbbbbcbabbb,mod_5,19,15,low,random,0,positive,YES,mod5_batch034,NO,FALSE,NO,FALSE,1,1,16-30
cccccccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_5,39,31,high,clustered,1,near_miss,NO,mod5_batch038,YES,FALSE,YES,FALSE,1,1,31-60
bbcbbbbcbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_5,37,35,high,random,0,positive,YES,mod5_batch039,NO,FALSE,NO,FALSE,1,1,31-60
bcacbaaabaaabccabaaacbaaabaaabaaabcacbcaaabaaabccabaaabccabaaac,mod_5,63,15,low,interleaved,0,positive,YES,mod5_batch039,NO,FALSE,NO,FALSE,1,1,61-100
bbcbbababbabbcbcbbabbcbabbcbbcbcbbabbababbabbcbcbbabbabcbbcbbabcbbabbcbabbabbabcbbcbbabcbbcbbcbc,mod_5,96,60,very_high,interleaved,0,positive,YES,mod5_batch040,NO,FALSE,NO,FALSE,1,1,61-100
aaaccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacaaca,mod_5,41,30,medium,clustered,0,positive,YES,mod5_batch040,NO,FALSE,NO,FALSE,1,1,31-60
bbbbabbbbcbbbabbbbcbbbabbbbabbbbcbbbabbbbcbbbc,mod_5,46,36,high,interleaved,1,near_miss,NO,mod5_batch041,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_5,51,51,very_high,random,1,near_miss,NO,mod5_batch041,YES,FALSE,YES,FALSE,1,1,31-60
abaaacbabaccbbbbcbcbaabccabccbcccabccacbaccbc,mod_5,45,15,low,random,0,positive,YES,mod5_batch042,NO,FALSE,NO,FALSE,1,1,31-60
cbababacccbccabccaababaacccaababacabbbbabcaaccbac,mod_5,49,15,low,random,0,positive,YES,mod5_batch042,NO,FALSE,NO,FALSE,1,1,31-60
aaaccaacaccaacaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_5,86,69,very_high,clustered,4,negative,NO,mod5_batch043,YES,FALSE,YES,FALSE,1,1,61-100
bbbcbbbcbbbabbcbbbcbbbabbabbbabbbabbabbbcbbbcbbc,mod_5,48,35,high,interleaved,0,positive,YES,mod5_batch045,NO,FALSE,NO,FALSE,1,1,31-60
accabcabaaabbcbbaabaabbbababcccbbbbaabcaccbcbcacbc,mod_5,50,20,medium,random,0,positive,YES,mod5_batch046,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_5,43,42,high,clustered,2,negative,NO,mod5_batch048,YES,FALSE,YES,FALSE,1,1,31-60
