word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs
aaaaaaababaaabcacbaccaccbcc,mod_3,27,5,very_low,random,2,negative,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbcbbbbbbbbbbbbbcbbbbbbbbbbbbbabbbbbbbbbbbbc,mod_3,55,51,very_high,interleaved,0,positive,YES,mod3_batch025,YES,TRUE,NO,FALSE,1,1
ccaccbababcacbbabbbbaabbaacabbbaabaacbbabcabacaccabbbaccb,mod_3,57,23,medium,random,2,negative,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
cbabbcbabcba,mod_3,12,6,low,random,0,positive,YES,mod3_batch025,YES,TRUE,NO,FALSE,1,1
abcacbacccbcacccccaacaccacacabcaaacacbccccaabbcbaac,mod_3,51,8,low,random,2,negative,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1
bccaacacabaaccacacbaaacaaccbccaaaccabacacaccabaaaacacac,mod_3,55,6,low,interleaved,0,positive,YES,mod3_batch025,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,32,31,high,interleaved,1,near_miss,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
bbbbbcbbbbabbbbabbbba,mod_3,21,17,medium,interleaved,2,negative,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
abbbbbbbbbbbbbbbbbbbbbbbbcaccccacaaccacccaaaccccaacaaaacccaaccaccccccaccaccaccaacacaaaaaac,mod_3,90,24,medium,clustered,0,positive,YES,mod3_batch025,YES,TRUE,NO,FALSE,1,1
abbacbbabbacbbcaacabbbcabcaabbbcbbcccacaabcaabababcc,mod_3,52,21,medium,random,0,positive,YES,mod3_batch025,YES,TRUE,YES,TRUE,1,1
bacaac,mod_3,6,1,very_low,interleaved,1,near_miss,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
caaccabbbbbbbbbbbbbbbbbacccccaaa,mod_3,32,17,medium,clustered,2,negative,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
cbbcacccbbcbaabbbbbacbccaaacbbaacbbcbcbcacbabbbbbbcb,mod_3,52,25,medium,random,1,near_miss,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1
aacaaccaaaabbbbbbbbbbbbbcaaaaccaacaacacacaaaccacacacaccccac,mod_3,59,13,low,clustered,1,near_miss,NO,mod3_batch025,NO,TRUE,YES,FALSE,1,1
cbbbababcbcbbccbcbbacaccbbacb,mod_3,29,14,low,random,2,negative,NO,mod3_batch025,NO,TRUE,NO,TRUE,1,1
acaaacaaaacaacaaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacaaacc,mod_3,54,28,medium,clustered,1,near_miss,NO,mod3_batch026,NO,TRUE,YES,FALSE,1,1
bbbbcbbbbcbbbbcbbbcbbbbcbbbbcbbbbcbbbcbbbbcbbbbcbbbbabbbabbbbabbbbabbbbabbbc,mod_3,76,60,very_high,interleaved,0,positive,YES,mod3_batch026,YES,TRUE,NO,FALSE,1,1
aacccccaaaaaaaccaaaaccccaccacaaaaaacaa,mod_3,38,0,very_low,random,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbcacaacccacaaaccaccccac,mod_3,48,26,medium,clustered,2,negative,NO,mod3_batch026,NO,TRUE,NO,TRUE,1,1
aaaaaaabbbbbbaacc,mod_3,17,6,low,clustered,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1
cac,mod_3,3,0,very_low,random,0,positive,YES,mod3_batch026,YES,TRUE,YES,TRUE,1,1
ccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaacc,mod_3,93,86,very_high,clustered,2,negative,NO,mod3_batch026,NO,TRUE,YES,FALSE,1,1
babaabccbcbaabaabacbcbcabccbabccbaabac,mod_3,38,14,low,interleaved,2,negative,NO,mod3_batch026,NO,TRUE,YES,FALSE,1,1
bbbbcbbbcbbbbcbbbc,mod_3,18,14,low,interleaved,2,negative,NO,mod3_batch026,YES,FALSE,NO,TRUE,1,1
ac,mod_3,2,0,very_low,random,0,positive,YES,mod3_batch026,YES,TRUE,YES,TRUE,1,1
caaacccccacabbbbbbbbbbbbbbbbbbbbbbbbbbaa,mod_3,40,26,medium,clustered,2,negative,NO,mod3_batch026,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_3,46,45,high,interleaved,0,positive,YES,mod3_batch026,NO,FALSE,NO,FALSE,1,1
bbababcbabcbbababcbcbcbcbbabcbabcbcbc,mod_3,37,20,medium,interleaved,2,negative,NO,mod3_batch026,NO,TRUE,NO,TRUE,1,1
accaaaacccaaccccabbbbbbbbbbbbbbbbbbbbbcca,mod_3,41,21,medium,clustered,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1
ccaaacaccaccaaacaaabbbbbbbbbbbbbbbbbaccccaaaaacccccaacaacacaaa,mod_3,62,17,medium,clustered,2,negative,NO,mod3_batch026,NO,TRUE,NO,TRUE,1,1
babbbbbbabbbbcbabbbabcbb,mod_3,24,18,medium,random,0,positive,YES,mod3_batch026,NO,FALSE,NO,FALSE,1,1
accbbaaaccccaaaaaccaaccccc,mod_3,26,2,very_low,clustered,2,negative,NO,mod3_batch026,NO,TRUE,NO,TRUE,1,1
aacaabbbbbbbbbbbbc,mod_3,18,12,low,clustered,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbc,mod_3,21,20,medium,interleaved,2,negative,NO,mod3_batch026,YES,FALSE,NO,TRUE,1,1
ccccccacaccacccacaaccacaaccaaacaccaacccaaaccaccaacccacaacaccaaccaaacacacacccccccccaaacc,mod_3,87,0,very_low,interleaved,0,positive,YES,mod3_batch026,NO,FALSE,YES,TRUE,1,1
bccbababaaba,mod_3,12,5,very_low,random,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
bbcbabbcbcbbabcbbcbabbababbabababbabcbbcbcbbcbabbcbcbbabcbc,mod_3,59,35,high,interleaved,2,negative,NO,mod3_batch027,YES,FALSE,NO,TRUE,1,1
bbbbbbbbbbbbbbbca,mod_3,17,15,low,clustered,0,positive,YES,mod3_batch027,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbb,mod_3,22,22,medium,interleaved,1,near_miss,NO,mod3_batch027,NO,TRUE,YES,FALSE,1,1
bacababbcabcbcacccaacabbacabcaabcbacbabccbbcbabaaabcaabbaa,mod_3,58,20,medium,random,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
caacbaaaacccabacaaaabaacbabaacabaaaccc,mod_3,38,6,low,random,0,positive,YES,mod3_batch027,NO,FALSE,NO,FALSE,1,1
bbbcbbcbbabbcbbcbbc,mod_3,19,13,low,interleaved,1,near_miss,NO,mod3_batch027,YES,FALSE,YES,FALSE,1,1
aacaccaaaacccacaaccccacaccaaaaaaacccccaaaaaaccccaacccc,mod_3,54,0,very_low,clustered,0,positive,YES,mod3_batch027,YES,TRUE,YES,TRUE,1,1
abaacac,mod_3,7,1,very_low,clustered,1,near_miss,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaccca,mod_3,37,32,high,clustered,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
ccccbbbbbbbbccca,mod_3,16,8,low,clustered,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbaaaac,mod_3,16,11,low,clustered,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
aabcacccaccaccaacacaccaccacaacacaacccaaaaacaac,mod_3,46,1,very_low,clustered,1,near_miss,NO,mod3_batch027,NO,TRUE,YES,FALSE,1,1
caccaaaacabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacaaaaaacccacacaa,mod_3,73,45,high,clustered,0,positive,YES,mod3_batch027,NO,FALSE,YES,TRUE,1,1
cbbbbbaaaacaacccca,mod_3,18,5,very_low,clustered,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
bacbaccbcacbaabcccbcaabacbaaabaac,mod_3,33,9,low,interleaved,0,positive,YES,mod3_batch027,YES,TRUE,NO,FALSE,1,1
cc,mod_3,2,0,very_low,random,0,positive,YES,mod3_batch027,YES,TRUE,YES,TRUE,1,1
bacacacccaccacabacccaccacacccc,mod_3,30,2,very_low,interleaved,2,negative,NO,mod3_batch027,NO,TRUE,NO,TRUE,1,1
aabbbbcaaaccbaccabcabccbbbaac,mod_3,29,10,low,random,1,near_miss,NO,mod3_batch027,NO,TRUE,YES,FALSE,1,1
caccaaaaacacaaaacccaacaaaccaccaccaaccaaa,mod_3,40,0,very_low,interleaved,0,positive,YES,mod3_batch027,YES,TRUE,YES,TRUE,1,1
aacaacbacaaccacccbacccaccaacacacbcacbcaccaacbcccccccccaacaacacacbacacaccaaacacacccaaaaacaaaccac,mod_3,95,6,low,random,0,positive,YES,mod3_batch028,YES,TRUE,NO,FALSE,1,1
baccabcacccbcacccbacccabaaaac,mod_3,29,5,very_low,interleaved,2,negative,NO,mod3_batch028,YES,FALSE,NO,TRUE,1,1
ca,mod_3,2,0,very_low,random,0,positive,YES,mod3_batch028,YES,TRUE,YES,TRUE,1,1
bbbcbbbabbbcbbc,mod_3,15,11,low,interleaved,2,negative,NO,mod3_batch028,NO,TRUE,NO,TRUE,1,1
acacaaabbbbbbbbbbbbbbbbbbbbbbbbbbbccccac,mod_3,40,27,medium,clustered,0,positive,YES,mod3_batch028,YES,TRUE,YES,TRUE,1,1
aaccaa,mod_3,6,0,very_low,random,0,positive,YES,mod3_batch028,YES,TRUE,YES,TRUE,1,1
cacccaaaaaacccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccc,mod_3,59,42,high,clustered,0,positive,YES,mod3_batch028,NO,FALSE,NO,FALSE,1,1
bbbbbbbbbbbcccaccccacaaac,mod_3,25,11,low,clustered,2,negative,NO,mod3_batch028,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbbabbbbbbbbbcabbcbbbbabbbcbbbbbbbbbbbbbbbbb,mod_3,55,49,high,random,1,near_miss,NO,mod3_batch028,YES,FALSE,YES,FALSE,1,1
bbbcbbbabbabbbcbbbabbabbbabba,mod_3,29,21,medium,interleaved,0,positive,YES,mod3_batch028,YES,TRUE,NO,FALSE,1,1
acbaccacacacabccacbaacbbbaaccaabacaccbabacbcaabccbaccaccccaaaccabaacbcacbbbaccbaacb,mod_3,83,19,medium,random,1,near_miss,NO,mod3_batch028,YES,FALSE,NO,TRUE,1,1
caaacccccaacbbbbbcacaccaac,mod_3,26,5,very_low,clustered,2,negative,NO,mod3_batch028,NO,TRUE,NO,TRUE,1,1
cbaaaccaacaaabaa,mod_3,16,2,very_low,random,2,negative,NO,mod3_batch028,NO,TRUE,NO,TRUE,1,1
aaacaacccaaacaacccaaaacaacccacaccacccacaccccccaaccacccaccacacccccaaaac,mod_3,70,0,very_low,clustered,0,positive,YES,mod3_batch028,YES,TRUE,YES,TRUE,1,1
cacacaacacaaaccaccaaacaacacacaaabbbc,mod_3,36,3,very_low,clustered,0,positive,YES,mod3_batch028,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbabbbbbbbbcbbbbbbbbbcbbbbbbbbcbbbbbbbba,mod_3,47,42,high,interleaved,0,positive,YES,mod3_batch028,NO,FALSE,NO,FALSE,1,1
cbb,mod_3,3,2,very_low,random,2,negative,NO,mod3_batch028,NO,TRUE,NO,TRUE,1,1
acc,mod_3,3,0,very_low,random,0,positive,YES,mod3_batch028,YES,TRUE,YES,TRUE,1,1
cabbaccaccaccccaacacacacacc,mod_3,27,2,very_low,clustered,2,negative,NO,mod3_batch028,NO,TRUE,NO,TRUE,1,1
babcbcbaababababac,mod_3,18,8,low,interleaved,2,negative,NO,mod3_batch028,NO,TRUE,YES,FALSE,1,1
babacbaabaabacbabcabccbccbccbcabcbaabccbaabacbabacbaabcabccbaabcbaabcabcabaabca,mod_3,79,28,medium,interleaved,1,near_miss,NO,mod3_batch029,YES,FALSE,YES,FALSE,1,1
ccaaccaaacaccccaacacaccaccacccaccaaaacaccacacaaaaaaca,mod_3,53,0,very_low,random,0,positive,YES,mod3_batch029,YES,TRUE,YES,TRUE,1,1
acaccccccacaaacca,mod_3,17,0,very_low,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,YES,TRUE,1,1
bbbbbabbbbbabbbbbcbbbbbcbbbbbabbbbabbbbbabbbbbcbbbbbcbbbbbabbbba,mod_3,64,53,very_high,interleaved,2,negative,NO,mod3_batch029,NO,TRUE,NO,TRUE,1,1
baaacacaabacccccaabcccccccaa,mod_3,28,3,very_low,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,NO,FALSE,1,1
bacbcabcabccbacbacbca,mod_3,21,7,low,interleaved,1,near_miss,NO,mod3_batch029,NO,TRUE,NO,TRUE,1,1
bacbaccbccbcccbccbaccbacbaccbcabaaabcabaac,mod_3,42,12,low,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,NO,FALSE,1,1
ccaabbbbabcbbcacacbbaccabcca,mod_3,28,10,low,random,1,near_miss,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1
bcabaababcbacbcbcbcacbccccbaaababbbabbbbacbccccaaaaba,mod_3,53,20,medium,random,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1
bccccaaacaccacccacccaacccccccaabaaccaccacccccaaaacaacacaacaccccbacaccccacaacccacccacaaccaccaaac,mod_3,95,3,very_low,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,YES,TRUE,1,1
ccbaccbccbabababbcbbacccabbab,mod_3,29,12,low,random,0,positive,YES,mod3_batch029,YES,TRUE,YES,TRUE,1,1
aacacaaaacaaacaccccaaacaaacacaccbbacaccacca,mod_3,43,2,very_low,clustered,2,negative,NO,mod3_batch029,NO,TRUE,NO,TRUE,1,1
bbbbbbcbbbbbbabbbbbbabbbbbbabbbbbbcbbbbbbcbbbbbba,mod_3,49,42,high,interleaved,0,positive,YES,mod3_batch029,YES,TRUE,YES,TRUE,1,1
bbbcbbabbcbbabbbcbbabbcbbcbba,mod_3,29,20,medium,interleaved,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1
bbbbbcbbbbbabbbbabbbbbabbbbbcbbbbc,mod_3,34,28,medium,interleaved,1,near_miss,NO,mod3_batch029,NO,TRUE,NO,TRUE,1,1
acbbbbbbbbbbbbbbbbbbbbbbb,mod_3,25,23,medium,clustered,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1
bbbbbbbcbbbbbbcbbbbbbcbbbbbbc,mod_3,29,25,medium,interleaved,1,near_miss,NO,mod3_batch029,YES,FALSE,NO,TRUE,1,1
bcbcabbcccbbcabcbbbcbbaacabaaacabbbbbacaccbbababaabaabcbababaaabbbccabcccabccbccabbbbcc,mod_3,87,37,high,random,1,near_miss,NO,mod3_batch029,YES,FALSE,YES,FALSE,1,1
bccabaccbaacbaccbccabaccbcaabaacbcaabcaabaacc,mod_3,45,11,low,interleaved,2,negative,NO,mod3_batch029,NO,TRUE,YES,FALSE,1,1
aaccaccca,mod_3,9,0,very_low,random,0,positive,YES,mod3_batch029,YES,TRUE,YES,TRUE,1,1
bbabbbbbbbbbcbbbcbbabcbbbbbcbbbbbbbbbbbbbbbcbb,mod_3,46,39,high,random,0,positive,YES,mod3_batch030,NO,FALSE,NO,FALSE,1,1
cccacccccaaaacccaccaacccca,mod_3,26,0,very_low,interleaved,0,positive,YES,mod3_batch030,YES,TRUE,YES,TRUE,1,1
aaaaaccacbbaacaaccaaa,mod_3,21,2,very_low,clustered,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbaca,mod_3,19,16,medium,clustered,1,near_miss,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
ccccaccacacccaaccccccacaabbbbbbbbbbbcccca,mod_3,41,11,low,clustered,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
bbccacbaaccbcacaccccabcaaca,mod_3,27,5,very_low,random,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
bababacabbcbbcbababbbbbcaccbbbbbbcbcbbbbaabacbbbbbbbbbcaaabbabbaacbbbbbbcabb,mod_3,76,47,high,random,2,negative,NO,mod3_batch030,YES,FALSE,YES,FALSE,1,1
bbbbbbbbbbbbbbbbbbbaac,mod_3,22,19,medium,clustered,1,near_miss,NO,mod3_batch030,YES,FALSE,NO,TRUE,1,1
bcccaaacaaaccaacaaaaacacaaacaaaaacbacaccaacaaaccaacccccaaaaccccaacac,mod_3,68,2,very_low,interleaved,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
accbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcacacaaaacaccaaacacac,mod_3,65,41,high,clustered,2,negative,NO,mod3_batch030,NO,TRUE,YES,FALSE,1,1
cbbbbbbbbbbbbbbbbbbbbcccaccccaacc,mod_3,33,20,medium,clustered,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
bbabbabbaabaaaaabbccbbacbbab,mod_3,28,14,low,random,2,negative,NO,mod3_batch030,YES,FALSE,YES,FALSE,1,1
ccccaccaacccccccaccaaccccaccaaccacaacaaaccacaacccaaaccaccccacaaaccacacacccccaacacaacc,mod_3,85,0,very_low,interleaved,0,positive,YES,mod3_batch030,NO,FALSE,YES,TRUE,1,1
accaacacccaacaccccacccccaccccaaaaabaccacaca,mod_3,43,1,very_low,clustered,1,near_miss,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
bcccccaaaccbaccaaacaccabaaaccaacacabacaccacaaacbaaacaaaaaca,mod_3,59,5,very_low,interleaved,2,negative,NO,mod3_batch030,NO,TRUE,YES,FALSE,1,1
acabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbac,mod_3,51,46,high,clustered,1,near_miss,NO,mod3_batch030,YES,FALSE,NO,TRUE,1,1
caaabbbbbbbbbbbbbbbbbcaaccaccaccacaaccaaaccccacccaac,mod_3,52,17,medium,clustered,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
accaaacccaaaccacccacbacaacaaccbccccccaacacaacaacaccccacaaaccca,mod_3,62,2,very_low,random,2,negative,NO,mod3_batch030,NO,TRUE,NO,TRUE,1,1
acacacccacabbbbbbbbbaaaacaccccacacaccacccaaaacaacacaccaaaccaa,mod_3,61,9,low,clustered,0,positive,YES,mod3_batch030,NO,FALSE,YES,TRUE,1,1
cabccccababacaabcaabcacaabcac,mod_3,29,6,low,random,0,positive,YES,mod3_batch030,NO,FALSE,NO,FALSE,1,1
ccccaaaccacccaaacacccacccccccacaacbbbbbbbbbbbbbbbbbbbbbbbbbbaaacaaaaaacaacacaaccaacc,mod_3,84,26,medium,clustered,2,negative,NO,mod3_batch031,YES,FALSE,YES,FALSE,1,1
acacacaaaaabaababccc,mod_3,20,3,very_low,random,0,positive,YES,mod3_batch031,YES,TRUE,YES,TRUE,1,1
baabaaabccabaaabcacbcccbcccbaacbacabaaabcaabccc,mod_3,47,12,low,interleaved,0,positive,YES,mod3_batch031,NO,FALSE,NO,FALSE,1,1
caabbbbbabbbbbaaabccabbaccbbabbaaabc,mod_3,36,18,medium,random,0,positive,YES,mod3_batch031,YES,TRUE,YES,TRUE,1,1
caccacaabcccaaaaccaba,mod_3,21,2,very_low,random,2,negative,NO,mod3_batch031,NO,TRUE,NO,TRUE,1,1
bbbbabbbcbbbabbbbabbbcbbbc,mod_3,26,20,medium,interleaved,2,negative,NO,mod3_batch031,YES,FALSE,NO,TRUE,1,1
bbbbbbbbbbbbbb,mod_3,14,14,low,interleaved,2,negative,NO,mod3_batch031,NO,TRUE,NO,TRUE,1,1
bbabcbabcbcbcbabcbabcbc,mod_3,23,12,low,interleaved,0,positive,YES,mod3_batch031,YES,TRUE,NO,FALSE,1,1
cccccbaccabaacaaaccbaacccacbcb,mod_3,30,5,very_low,random,2,negative,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1
caccaaaaccacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaccaacaaaaacccccaaa,mod_3,76,45,high,clustered,0,positive,YES,mod3_batch031,YES,TRUE,NO,FALSE,1,1
ccaaa,mod_3,5,0,very_low,random,0,positive,YES,mod3_batch031,YES,TRUE,YES,TRUE,1,1
bacccccaabcacacccaabccacaacca,mod_3,29,3,very_low,interleaved,0,positive,YES,mod3_batch031,YES,TRUE,NO,FALSE,1,1
bcabacabaaabaabcacbaacbcca,mod_3,26,7,low,interleaved,1,near_miss,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1
bcacaabcaccabcaaccbcaccabaacacbcaaccbccccc,mod_3,42,7,low,interleaved,1,near_miss,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1
bbbbbbbabbbbbbcbbbbbbc,mod_3,22,19,medium,interleaved,1,near_miss,NO,mod3_batch031,NO,TRUE,NO,TRUE,1,1
abbbbbbbbbbbbbbbbbbbbbccacccccccacacaacccccacccaacc,mod_3,51,21,medium,clustered,0,positive,YES,mod3_batch031,YES,TRUE,YES,TRUE,1,1
accccaaaacccaaaaccaacaacaaacacaacccaacaacaacccacccacccaca,mod_3,57,0,very_low,interleaved,0,positive,YES,mod3_batch031,YES,TRUE,YES,TRUE,1,1
bbcbbabbcbba,mod_3,12,8,low,interleaved,2,negative,NO,mod3_batch031,NO,TRUE,YES,FALSE,1,1
cccaaacaacaaccbbbbbbbbbbbc,mod_3,26,11,low,clustered,2,negative,NO,mod3_batch031,NO,TRUE,NO,TRUE,1,1
bbcbcbcbababababababababcbcbcbbcbababcbabababababcbabcbabcbbabababcbabcbabcbabcbababcbcbc,mod_3,89,46,high,interleaved,1,near_miss,NO,mod3_batch031,YES,FALSE,NO,TRUE,1,1
bbbbbbcbbbbbbcbbbbbbcbbbbbbc,mod_3,28,24,medium,interleaved,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
acaacccccccbbbbbbbbbbbbbbbbbbaaaaacacaaccccaaaaa,mod_3,48,18,medium,clustered,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
bcbaabaccbbabbbcbabcbcabcaab,mod_3,28,13,low,random,1,near_miss,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
bbbbbbbbbcbbbbbbbbbabbbbbbbbc,mod_3,29,26,medium,interleaved,2,negative,NO,mod3_batch032,YES,FALSE,NO,TRUE,1,1
aacababcacbacacaabbaabcaac,mod_3,26,6,low,random,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
bacbccbaca,mod_3,10,3,very_low,interleaved,0,positive,YES,mod3_batch032,YES,TRUE,NO,FALSE,1,1
bbbcbbcbbabbbabbabbcbbc,mod_3,23,16,medium,interleaved,1,near_miss,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
acabaaacaaacacacacaccaaccaacaccacccccaacaccaacaa,mod_3,48,1,very_low,random,1,near_miss,NO,mod3_batch032,YES,FALSE,YES,FALSE,1,1
bbbbbbbbbbbbbbbbbbb,mod_3,19,19,medium,interleaved,1,near_miss,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
aacaa,mod_3,5,0,very_low,random,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbcccccc,mod_3,27,21,medium,clustered,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
bbbcbbabbcbbcbbc,mod_3,16,11,low,interleaved,2,negative,NO,mod3_batch032,NO,TRUE,YES,FALSE,1,1
acbbabbcabbbacbbbba,mod_3,19,11,low,random,2,negative,NO,mod3_batch032,NO,TRUE,YES,FALSE,1,1
acabcca,mod_3,7,1,very_low,random,1,near_miss,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
aaaabbc,mod_3,7,2,very_low,random,2,negative,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
bbbabbcbbbcbbcbbcbbbcbbcbbbcbbabbcbbbabbabbbabbcbbcbbbcbbcbbbcbbcbbcbbbabbcbbc,mod_3,78,55,very_high,interleaved,1,near_miss,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
caacacaaacccccabbbccccacaccccaaccccccacccaacacaaaacaacc,mod_3,55,3,very_low,clustered,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
bbbabbabbabbcbbabbcbbcbbcbbcbbabbbabbcbbabbabbcbbabbcbbcbbabbabbbcbbcbbcbbcbbcbbabbabbcbbcbba,mod_3,93,63,very_high,interleaved,0,positive,YES,mod3_batch032,NO,FALSE,YES,TRUE,1,1
bbbabbcbbcbbcbbabbabbc,mod_3,22,15,low,interleaved,0,positive,YES,mod3_batch032,YES,TRUE,YES,TRUE,1,1
babcbcabcbccbcbcababccbcbaa,mod_3,27,11,low,interleaved,2,negative,NO,mod3_batch032,NO,TRUE,NO,TRUE,1,1
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbac,mod_3,47,44,high,clustered,2,negative,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaa,mod_3,33,30,medium,clustered,0,positive,YES,mod3_batch033,YES,TRUE,NO,FALSE,1,1
bacaaacabaaaacacabccaaaaccbccacaaacbacccacaa,mod_3,44,5,very_low,interleaved,2,negative,NO,mod3_batch033,NO,TRUE,YES,FALSE,1,1
babbaababbaacbbbbbbbbbababcbbbcbbbbbabbbbbbb,mod_3,44,32,high,random,2,negative,NO,mod3_batch033,NO,TRUE,NO,TRUE,1,1
bbbbbbabbbbbbabbbbbbc,mod_3,21,18,medium,interleaved,0,positive,YES,mod3_batch033,YES,TRUE,NO,FALSE,1,1
bcaaaccaaacaacacaaacabaaccacaaaacaaaccccaa,mod_3,42,2,very_low,interleaved,2,negative,NO,mod3_batch033,NO,TRUE,YES,FALSE,1,1
aaaacaccbbacaccbcccacabbacc,mod_3,27,5,very_low,random,2,negative,NO,mod3_batch033,NO,TRUE,NO,TRUE,1,1
abbababbbaacbacacaaacbcbcbc,mod_3,27,10,low,random,1,near_miss,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,98,96,very_high,interleaved,0,positive,YES,mod3_batch033,NO,FALSE,YES,TRUE,1,1
ccacacaabbbbbbbbbbbbbbbbbbbbbbbaaccccccccacaccaaaaccca,mod_3,54,23,medium,clustered,2,negative,NO,mod3_batch033,YES,FALSE,YES,FALSE,1,1
bbbbbcbbbbabbbbbabbbbc,mod_3,22,18,medium,interleaved,0,positive,YES,mod3_batch033,NO,FALSE,YES,TRUE,1,1
bbbbabbbbbcbbbbbbbbabbbbbbbbbbb,mod_3,31,28,medium,random,1,near_miss,NO,mod3_batch033,YES,FALSE,NO,TRUE,1,1
